Employer,Title,Salary,Location,Start Date
INOVANT LLC,DATA SCIENTIST,"87,400","FOSTER CITY, CA",9/1/2015
LIVE NATION WORLDWIDE INC,DATA SCIENTIST,"87,277","HOLLYWOOD, CA",9/9/2015
FPT USA CORP,DATA SCIENTIST,"87,277","EL SEGUNDO, CA",9/13/2015
AUDIENCE MEDIA LLC,DATA SCIENTIST,"87,277","PASADENA, CA",9/4/2015
FPT USA CORP,DATA SCIENTIST,"87,277","EL SEGUNDO, CA",9/6/2015
FPT USA CORP,DATA SCIENTIST,"87,277","EL SEGUNDO, CA",9/25/2015
EMC CORPORATION,DATA SCIENTIST II,"87,200","NEW YORK, NY",8/3/2015
INTUIT INC,DATA SCIENTIST,"87,173","MOUNTAIN VIEW, CA",9/6/2018
DECISION MINDS INC,ASSOCIATE DATA SCIENTIST,"87,173","MILPITAS, CA",8/31/2018
DECISION MINDS INC,ASSOCIATE DATA SCIENTIST,"87,173","PALO ALTO, CA",8/31/2018
DECISION MINDS INC,ASSOCIATE DATA SCIENTIST,"87,173","PALO ALTO, CA",8/31/2018
LUMILEDS LLC,MACHINE LEARNING ANALYST ENGINEER,"87,173","SAN JOSE, CA",9/21/2018
E I DU PONT DE NEMOURS AND COMPANY,DATA SCIENTIST-SOIL AND PLANT SCIENCES,"87,160","JOHNSTON, IA",8/14/2017
AIM BIG INC,DATA SCIENTIST,"87,100","CHICAGO, IL",3/23/2017
HARTFORD FIRE INSURANCE COMPANY,DATA SCIENTIST,"87,100","HARTFORD, CT",9/1/2017
HARTFORD FIRE INSURANCE COMPANY,DATA SCIENTIST,"87,100","HARTFORD, CT",9/28/2016
SMARTER TRAVEL MEDIA LLC,DATA SCIENCE ENGINEER,"87,041","BOSTON, MA",10/1/2015
AETNA RESOURCES LLC,DATA SCIENCE ANALYST,"87,000","HARTFORD, CT",8/20/2017
AETNA RESOURCES LLC,DATA SCIENCE ANALYST,"87,000","HARTFORD, CT",6/20/2017
APPLE INC,DATA SCIENCE ENGINEER,"87,000","AUSTIN, TX",11/23/2015
COX AUTOMOTIVE CORPORATE SERVICES LLC,DATA SCIENTIST,"87,000","ATLANTA, GA",8/1/2018
RELIABLE SOFTWARE RESOURCES INC,DATA SCIENTIST,"87,000","NORTHVILLE, MI",8/6/2018
WRIKE INC,DATA SCIENTIST,"87,000","SAN JOSE, CA",8/15/2018
CONTROL-TEC LLC,DATA SCIENTIST,"87,000","ALLEN PARK, MI",9/18/2018
CONSTANT ANALYTICS INC,DATA SCIENTIST,"87,000","ATLANTA, GA",9/11/2018
CLEAR LINK TECHNOLOGIES LLC,DATA SCIENTIST,"87,000","SALT LAKE CITY, UT",8/15/2018
OPTIMAL CAE INC,DATA SCIENTIST,"87,000","DEARBORN, MI",9/20/2018
SPARKCOGNITION INC,DATA SCIENTIST,"87,000","AUSTIN, TX",8/23/2018
WRIKE INC,DATA SCIENTIST,"87,000","SAN JOSE, CA",9/7/2018
TELLIGEN TECH INC,DATA SCIENTIST,"87,000","COLUMBUS, OH",9/2/2018
HOME DEPOT USA INC,DATA SCIENTIST,"87,000","ATLANTA, GA",10/10/2016
TRIPADVISOR LLC,DATA SCIENTIST,"87,000","NEEDHAM, MA",8/16/2017
CAPITAL ONE SERVICES LLC,DATA SCIENTIST,"87,000","MCLEAN, VA",8/27/2017
FORD MOTOR COMPANY,DATA SCIENTIST,"87,000","DEARBORN, MI",10/10/2016
CIVIS ANALYTICS INC,DATA SCIENTIST - NATURAL LANGUAGE PROCESSING,"87,000","CHICAGO, IL",9/14/2017
PIXOBOT INC,DATA SCIENTIST AND MACHINE LEARNING EXPERT,"87,000","LINCOLN, NE",9/12/2017
MERRILL LYNCH,"DATA SCIENTIST, AVP","87,000","PENNINGTON, NJ",6/25/2015
WAL-MART ASSOCIATES INC,ASSOCIATE DATA SCIENTIST,"87,000","BENTONVILLE, AR",8/3/2017
THE NIELSEN COMPANY (US) LLC,SENIOR DATA SCIENTIST,"87,000","NEW YORK, NY",8/8/2017
CAPITAL ONE SERVICES LLC,SENIOR DATA SCIENTIST,"87,000","MCLEAN, VA",5/8/2017
MATTEL HQ INC,SENIOR DATA SCIENTIST,"87,000","EL SEGUNDO, CA",6/27/2016
PLYMOUTH ROCK ASSURANCE CORPORATION,SENIOR DATA SCIENTIST,"86,986","BOSTON, MA",9/4/2018
COMPUNNEL SOFTWARE GROUP INC,DATA SCIENTIST,"86,700","ATLANTA, GA",5/14/2018
ACCENTURE LLP,DATA SCIENTIST,"86,700","ATLANTA, GA",8/26/2015
COMPUNNEL SOFTWARE GROUP INC,DATA SCIENTIST/SYSTEMS ANALYST,"86,700","AUSTIN, TX",9/1/2018
BLUE CROSS AND BLUE SHIELD OF FLORIDA INC,ASSOCIATE DATA SCIENTIST,"86,700","JACKSONVILLE, FL",9/13/2017
INTEL CORPORATION,DATA SCIENTIST,"86,694","FOLSOM, CA",7/2/2017
INTEL CORPORATION,DATA SCIENTIST,"86,694","FOLSOM, CA",2/16/2017
ILLINOIS POLICY INSTITUTE,DATA SCIENTIST,"86,666","CHICAGO, IL",4/15/2018
IBM CORPORATION,DATA SCIENTIST,"86,653","PARAMUS, NJ",3/27/2018
TEKPLAY SYSTEMS LLC,DATA SCIENTIST / BUSINESS ANALYTICS,"86,653","EDISON, NJ",7/25/2017
VANTIV LLC,DATA SCIENTIST,"86,614","SYMMES TOWNSHIP, OH",8/29/2018
MICRON TECHNOLOGY INC,DATA SCIENTIST,"86,612","BOISE, ID",8/27/2018
CEREBRI AI,DATA SCIENCE ENGINEER,"86,611","AUSTIN, TX",4/15/2018
HOMEAWAYCOM INC,DATA SCIENTIST,"86,611","AUSTIN, TX",8/8/2018
LOWERMYBILLSCOM,SENIOR DATA SCIENTIST,"86,590","PLAYA VISTA, CA",9/3/2015
THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"86,540","LOS ANGELES, CA",1/16/2017
CAPELLA UNIVERSITY,DATA SCIENTIST/RESEARCH ANALYST,"86,520","MINNEAPOLIS, MN",8/7/2017
STARBUCKS COFFEE COMPANY,DATA SCIENTIST,"86,500","SEATTLE, WA",9/9/2016
ONESTOP INTERNET INC,DATA SCIENTIST,"86,500","EL SEGUNDO, CA",4/19/2016
MARK ONE LIFESTYLE INC,DATA SCIENTIST,"86,500","SAN FRANCISCO, CA",9/15/2014
CA INC,DATA SCIENTIST,"86,466","NEW YORK, NY",9/2/2017
CKM ADVISORS LLC,DATA SCIENTIST,"86,466","NEW YORK, NY",9/6/2017
CKM ADVISORS LLC,DATA SCIENTIST,"86,466","NEW YORK, NY",9/6/2017
SMARTER TRAVEL MEDIA LLC,DATA SCIENCE ENGINEER,"86,445","BOSTON, MA",8/30/2015
SMARTER TRAVEL MEDIA LLC,DATA SCIENTIST,"86,445","BOSTON, MA",5/14/2015
MICROSOFT CORPORATION,DATA SCIENTIST,"86,400","REDMOND, WA",6/23/2018
RECREATIONAL EQUIPMENT INC,DATA SCIENTIST,"86,362","KENT, WA",10/28/2015
LEIDOS INNOVATIONS CORPORATION,DATA SCIENTIST ANALYST SENIOR,"86,320","BETHESDA, MD",11/1/2017
SONY NETWORK ENTERTAINMENT INTERNATIONAL LLC,DATA SCIENTIST,"86,237","SAN MATEO, CA",9/17/2015
TRULIA INC,SENIOR DATA SCIENTIST,"86,237","SAN FRANCISCO, CA",7/10/2015
THE OPTIONS CLEARING CORPORATION,DATA SCIENTIST,"86,200","CHICAGO, IL",8/4/2018
THE OPTIONS CLEARING CORPORATION,DATA SCIENTIST,"86,200","CHICAGO, IL",8/4/2018
SAAMA TECHNOLOGIES INC,DATA SCIENTIST,"86,154","SUMMIT, NJ",9/18/2018
QUICKEN LOANS INC,SENIOR DATA SCIENTIST,"86,133","DETROIT, MI",8/23/2018
COMPREHENSIVE HEALTH MANAGEMENT INC,DATA SCIENTIST,"86,100","TAMPA, FL",5/11/2016
M2 RESOURCES INC,DATA SCIENTIST,"86,000","NEW YORK, NY",9/12/2018
CAPITAL ONE NATIONAL ASSOCIATION,DATA SCIENTIST,"86,000","MCLEAN, VA",7/23/2018
RANG TECHNOLOGIES INC,DATA SCIENTIST,"86,000","HOUSTON, TX",9/1/2017
RANG TECHNOLOGIES INC,DATA SCIENTIST,"86,000","REDMOND, WA",9/1/2016
RANG TECHNOLOGIES INC,DATA SCIENTIST,"86,000","WEEHAWKEN, NJ",9/1/2016
ROAM ANALYTICS INC,DATA SCIENTIST,"86,000","SAN FRANCISCO, CA",8/26/2015
LINKEDIN CORPORATION,DATA SCIENTIST - SECURITY,"86,000","MOUNTAIN VIEW, CA",9/4/2015
NATIONAL UNION FIRE INSURANCE COMPANY OF PITTSBURGH PA,DATA SCIENTIST ANALYST,"86,000","NEW YORK, NY",9/5/2018
TIBCO SOFTWARE INC,ASSOCIATE DATA SCIENTIST,"86,000","PALO ALTO, CA",3/15/2017
AMADEUS NORTH AMERICA INC,ASSOCIATE DATA SCIENTIST,"86,000","WALTHAM, MA",9/3/2016
CITILABS INC,SENIOR DATA SCIENTIST,"86,000","SACRAMENTO, CA",11/7/2016
6 SENSE INSIGHTS INC,DATA SCIENTIST,"85,946","SAN FRANCISCO, CA",5/18/2015
6 SENSE INSIGHTS INC,DATA SCIENTIST,"85,946","SAN FRANCISCO, CA",5/18/2015
6 SENSE INSIGHTS INC,DATA SCIENTIST,"85,946","SAN FRANCISCO, CA",5/18/2015
6 SENSE INSIGHTS INC,SENIOR DATA SCIENTIST,"85,946","SAN FRANCISCO, CA",3/23/2015
MSX AMERICAS INC,DATA SCIENTIST,"85,940","DEARBORN, MI",9/1/2017
IBM CORPORATION,DATA SCIENTIST,"85,938","FOSTER CITY, CA",6/21/2016
TANGOME INC,DATA SCIENTIST,"85,925","MOUNTAIN VIEW, CA",9/3/2014
MOTION PICTURES LABORATORIES INC,DATA SCIENTIST,"85,925","PALO ALTO, CA",9/5/2014
EARLY WARNING SERVICES LLC,DATA SCIENTIST III,"85,925","AUSTIN, TX",10/16/2018
EARLY WARNING SERVICES LLC,SR. DATA SCIENTIST,"85,925","ROUND ROCK, TX",11/11/2018
SUNTRUST BANKS INC,SR DATA SCIENCE ANALYST,"85,900","ATLANTA, GA",9/5/2018
INTEL CORPORATION,DATA SCIENTIST,"85,869","HILLSBORO, OR",3/5/2017
RED BEACON INC,DATA SCIENTIST,"85,862","FOSTER CITY, CA",2/12/2016
UBER TECHNOLOGIES INC,DATA SCIENTIST,"85,862","SAN FRANCISCO, CA",9/1/2016
STITCH FIX INC,DATA SCIENTIST,"85,862","SAN FRANCISCO, CA",1/11/2016
SQUARE INC,DATA SCIENTIST CUSTOMER INSIGHT,"85,862","SAN FRANCISCO, CA",9/8/2016
OATH HOLDINGS INC,DATA SCIENTIST II,"85,821","CHAMPAIGN, IL",8/28/2018
SAAMA TECHNOLOGIES INC,DATA SCIENTIST,"85,800","SUMMIT, NJ",9/23/2018
BOX INC,DATA SCIENCE ANALYST,"85,738","REDWOOD CITY, CA",12/28/2016
SURVEYMONKEY INC,DATA SCIENTIST,"85,738","SAN MATEO, CA",9/20/2017
ACCENTURE LLP,DATA SCIENCE SENIOR ANALYST,"85,700","ARLINGTON, VA",9/7/2017
ACCENTURE LLP,DATA SCIENCE SENIOR ANALYST,"85,700","TITUSVILLE, NJ",9/7/2017
ACCENTURE LLP,DATA SCIENCE SENIOR ANALYST,"85,700","ARLINGTON, VA",9/7/2017
ACCENTURE LLP,DATA SCIENCE SENIOR ANALYST,"85,700","TITUSVILLE, NJ",9/7/2017
STARBUCKS COFFEE COMPANY,DATA SCIENTIST,"85,700","SEATTLE, WA",9/8/2017
VWR INTERNATIONAL LLC,DATA SCIENTIST,"85,700","RADNOR, PA",9/9/2017
VWR INTERNATIONAL LLC,DATA SCIENTIST,"85,700","RADNOR, PA",9/9/2017
CALIFORNIA INSTITUTE OF TECHNOLOGY/JET PROPULSION LABORATORY,DATA SCIENTIST,"85,696","PASADENA, CA",2/16/2017
ACI WORLDWIDE CORP,DATA SCIENTIST,"85,675","PROVIDENCE, RI",9/9/2017
ACI WORLDWIDE CORP,DATA SCIENTIST,"85,675","PROVIDENCE, RI",9/9/2017
DATA SCIENCE INC,DATA SCIENTIST,"85,613","CULVER CITY, CA",3/7/2016
360I LLC,DATA SCIENTIST,"85,600","ATLANTA, GA",9/2/2016
COVANCE INC,DATA SCIENTIST,"85,571","PRINCETON, NJ",8/27/2014
CAREERBUILDER LLC,DATA SCIENTIST II,"85,505","NORCROSS, GA",3/27/2017
AOL ADVERTISING INC,DATA SCIENTIST,"85,500","PALO ALTO, CA",8/14/2017
CAPITAL ONE SERVICES LLC,DATA SCIENTIST,"85,500","MCLEAN, VA",8/22/2016
ICIMS INC,DATA SCIENTIST II,"85,500","HOLMDEL, NJ",9/2/2018
CAPITAL ONE SERVICES LLC,SENIOR DATA SCIENTIST,"85,500","MCLEAN, VA",8/9/2016
CAPITAL ONE SERVICES LLC,SENIOR DATA SCIENTIST,"85,500","MCLEAN, VA",6/6/2016
DATALINE INC,DATA SCIENTIST,"85,426","PRINCETON, NJ",9/10/2018
EGENCIA LLC,DATA SCIENTIST,"85,426","CHICAGO, IL",8/18/2018
PETUUM INC,DATA SCIENCE ENGINEER,"85,384","PITTSBURGH, PA",11/27/2017
QXBRANCH LLC,DATA SCIENTIST,"85,342","WASHINGTON, DC",9/14/2018
QXBRANCH INC,DATA SCIENTIST,"85,342","WASHINGTON, DC",9/26/2018
DEMETER ANALYTICS SERVICES LLC,DATA SCIENTIST,"85,342","ARLINGTON, VA",9/8/2018
DEMETER ANALYTICS SERVICES LLC,DATA SCIENTIST,"85,342","ARLINGTON, VA",9/7/2018
AVALERE HEALTH LLC,"DATA SCIENTIST, HEALTH ECONOMICS AND ADVANCED ANALYTICS","85,342","SUITE 900, DC",9/7/2018
DST TECHNOLOGIES INC,DATA SCIENTIST,"85,280","KANSAS CITY, MO",9/1/2016
DST TECHNOLOGIES INC,MACHINE LEARNING SCIENTIST,"85,280","KANSAS CITY, MO",9/1/2014
PROGRESSIVE CASUALTY INSURANCE COMPANY,DATA SCIENTIST,"85,238","MAYFIELD HEIGHTS, OH",8/24/2017
IBM CORPORATION,DATA SCIENTIST,"85,218","DURHAM, NC",8/30/2017
BRISKPOINT INC,DATA SCIENTIST,"85,200","NEW YORK, NY",3/19/2018
ZS ASSOCIATES INC,DATA SCIENCE ASSOCIATE CONSULTANT,"85,155","PHILADELPHIA, PA",8/8/2018
ZS ASSOCIATES INC,DATA SCIENCE ASSOCIATE CONSULTANT,"85,155","THOUSAND OAKS, CA",8/8/2018
ZS ASSOCIATES INC,DATA SCIENCE ASSOCIATE CONSULTANT,"85,155","EVANSTON, IL",8/8/2018
ZS ASSOCIATES INC,DATA SCIENCE ASSOCIATE CONSULTANT,"85,155","PRINCETON, PA",8/8/2018
QUANTIPHI INC,DATA SCIENCE CONSULTANT,"85,155","PLAINSBORO, NJ",9/10/2018
INSTICATOR INC,DATA SCIENTIST,"85,155","NEW YORK, NY",9/8/2018
BRIGHTFARMS INC,DATA SCIENTIST,"85,155","IRVINGTON, NY",5/21/2018
ZURICH AMERICAN INSURANCE COMPANY,DATA SCIENTIST ANALYST I,"85,155","JERSEY CITY, NJ",9/8/2018
MIGHTYHIVE INC,JUNIOR DATA SCIENTIST,"85,155","NEW YORK, NY",9/19/2018
ION MEDIA NETWORKS INC,"SENIOR DATA SCIENTIST, ANALYTICS","85,155","NEW YORK, NY",8/31/2018
ION MEDIA NETWORKS INC,"SENIOR DATA SCIENTIST, ANALYTICS","85,155","NEW YORK, NY",8/31/2018
PIONEER HI-BRED INTERNATIONAL INC,DATA SCIENTIST,"85,035","JOHNSTON, IA",9/14/2016
SAASSI LLC,DATA SCIENTIST,"85,020","SAN DIEGO, CA",9/3/2016
PAYPAL INC,DATA SCIENTIST 1,"85,020","SAN JOSE, CA",5/30/2016
PAYPAL INC,DATA SCIENTIST 1,"85,020","SAN JOSE, CA",5/30/2016
HANWECK ASSOCIATES LLC,DATA SCIENCE ANALYST,"85,000","NEW YORK, NY",9/1/2018
AETNA RESOURCES LLC,DATA SCIENCE ANALYST,"85,000","HARTFORD, CT",8/15/2017
AETNA RESOURCES LLC,DATA SCIENCE ANALYST,"85,000","NEW YORK, NY",8/15/2017
AETNA RESOURCES LLC,DATA SCIENCE ANALYST,"85,000","HARTFORD, CT",8/15/2017
AETNA RESOURCES LLC,DATA SCIENCE ANALYST,"85,000","HARTFORD, CT",8/15/2017
AETNA RESOURCES LLC,DATA SCIENCE ANALYST,"85,000","HARTFORD, CT",3/20/2017
AETNA RESOURCES LLC,DATA SCIENCE ANALYST,"85,000","HARTFORD, CT",8/15/2017
AETNA RESOURCES LLC,DATA SCIENCE ANALYST,"85,000","HARTFORD, CT",8/15/2017
AETNA RESOURCES LLC,DATA SCIENCE ANALYST,"85,000","HARTFORD, CT",8/15/2017
AETNA RESOURCES LLC,DATA SCIENCE ANALYST,"85,000","HARTFORD, CT",8/15/2017
REVIONICS INC,DATA SCIENCE ANALYST,"85,000","AUSTIN, TX",9/13/2017
AETNA RESOURCES LLC,DATA SCIENCE ANALYST,"85,000","NEW YORK, NY",7/10/2017
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,DATA SCIENCE ANALYST I,"85,000","NEW YORK, NY",10/15/2018
GSR TECHNOLOGIES INC,DATA SCIENCE ANALYST/BIG DATA ENGINEER,"85,000","IRVINE, CA",12/17/2015
MEDIDATA SOLUTIONS INC,DATA SCIENCE ASSOCIATE ENGINEER,"85,000","NEW YORK, NY",9/16/2015
UNIVERSITY OF MICHIGAN,DATA SCIENCE CONSULTANT/GEOSPATIAL,"85,000","ANN ARBOR, MI",8/1/2016
FEM INC,DATA SCIENCE ENGINEER,"85,000","GLENDALE, CA",9/9/2017
FEM INC,DATA SCIENCE ENGINEER,"85,000","PASADENA, CA",9/14/2017
THE RIPPLES GROUP LLC,DATA SCIENTIST,"85,000","BOSTON, MA",11/20/2017
INSURANCE SERVICES OFFICE INC,DATA SCIENTIST,"85,000","JERSEY CITY, NJ",8/2/2018
AMERICAN BANKERS LIFE ASSURANCE COMPANY OF FLORIDA,DATA SCIENTIST,"85,000","ATLANTA, GA",9/14/2018
AETNA RESOURCES LLC,DATA SCIENTIST,"85,000","BURLINGTON, MA",8/9/2018
FULCRUM ANALYTICS INC,DATA SCIENTIST,"85,000","NEW YORK, NY",8/28/2018
FULCRUM ANALYTICS INC,DATA SCIENTIST,"85,000","NEW YORK, NY",8/26/2018
BARCLAYS BANK PLC,DATA SCIENTIST,"85,000","NEW YORK, NY",9/10/2018
HYATT CORPORATION,DATA SCIENTIST,"85,000","CHICAGO, IL",8/27/2018
UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"85,000","CHICAGO, IL",9/4/2018
FULCRUM ANALYTICS INC,DATA SCIENTIST,"85,000","NEW YORK, NY",8/26/2018
E BUSINESS STAFFING INC,DATA SCIENTIST,"85,000","DALLAS, TX",9/1/2018
ALORICA INC,DATA SCIENTIST,"85,000","IRVINE, CA",7/2/2018
KSM CONSULTING LLC,DATA SCIENTIST,"85,000","INDIANAPOLIS, IN",2/6/2019
AURORA SOLAR INC,DATA SCIENTIST,"85,000","SAN FRANCISCO, CA",9/11/2018
NEBRASKA FURNITURE MART INC,DATA SCIENTIST,"85,000","OMAHA, NE",9/2/2018
AMF BOWLING CENTERS INC,DATA SCIENTIST,"85,000","NEW YORK, NY",6/1/2018
QUADRATIC SYSTEMS INC,DATA SCIENTIST,"85,000","NORTHBROOK, IL",9/20/2018
NIRVEDA COGNITION INC,DATA SCIENTIST,"85,000","PLEASANTON, CA",9/13/2018
ZENABI DATA LLC,DATA SCIENTIST,"85,000","WESTPORT, CT",9/22/2018
BOOMTOWN NETWORKS INC,DATA SCIENTIST,"85,000","TIBURON, CA",9/18/2018
SNAP FINANCE LLC,DATA SCIENTIST,"85,000","SALT LAKE CITY, UT",9/1/2018
DIRECTBUY HOME IMPROVEMENT INC,DATA SCIENTIST,"85,000","SUNNYVALE, CA",9/2/2018
SIGMAWAYS INC,DATA SCIENTIST,"85,000","FREMONT, CA",9/18/2018
FULCRUM ANALYTICS INC,DATA SCIENTIST,"85,000","NEW YORK, NY",8/26/2018
INSURANCE SERVICES OFFICE INC,DATA SCIENTIST,"85,000","LEHI, UT",8/2/2018
THE RIPPLES GROUP LLC,DATA SCIENTIST,"85,000","BOSTON, MA",8/20/2018
CENTRO INC,DATA SCIENTIST,"85,000","CHICAGO, IL",8/2/2018
CLEAR LINK TECHNOLOGIES LLC,DATA SCIENTIST,"85,000","SALT LAKE CITY, UT",9/9/2018
THE NIELSEN COMPANY (US) LLC,DATA SCIENTIST,"85,000","CHICAGO, IL",12/11/2017
TREMOR VIDEO DSP INC,DATA SCIENTIST,"85,000","NEW YORK CITY, NY",9/3/2018
WB SOLUTIONS LLC,DATA SCIENTIST,"85,000","TAMPA, FL",8/15/2018
WB SOLUTIONS LLC,DATA SCIENTIST,"85,000","TAMPA, FL",8/15/2018
CHARLES RIVER LABORATORIES INC,DATA SCIENTIST,"85,000","WILMINGTON, MA",8/19/2018
INVESCO GROUP SERVICES INC,DATA SCIENTIST,"85,000","NEW YORK, NY",8/17/2018
NIRVEDA COGNITION INC,DATA SCIENTIST,"85,000","PLEASANTON, CA",8/16/2018
THE METHODIST HOSPITAL,DATA SCIENTIST,"85,000","HOUSTON, TX",1/14/2017
RED BEACON INC,DATA SCIENTIST,"85,000","FOSTER CITY, CA",8/6/2017
MOVE INC,DATA SCIENTIST,"85,000","SANTA CLARA, CA",8/15/2017
AKAMAI TECHNOLOGIES INC,DATA SCIENTIST,"85,000","CAMBRIDGE, MA",8/13/2017
AIRSAGE INC,DATA SCIENTIST,"85,000","ATLANTA, GA",8/16/2017
UPTAKE TECHNOLOGIES INC,DATA SCIENTIST,"85,000","CHICAGO, IL",8/12/2017
CELMATIX INC,DATA SCIENTIST,"85,000","NEW YORK, NY",8/24/2017
CRIXLABS INC,DATA SCIENTIST,"85,000","SAN FRANCISCO, CA",9/2/2017
KSM CONSULTING LLC,DATA SCIENTIST,"85,000","INDIANAPOLIS, IN",9/1/2017
RANG TECHNOLOGIES INC,DATA SCIENTIST,"85,000","HOUSTON, TX",8/20/2017
ENDURANCE INTERNATIONAL GROUP,DATA SCIENTIST,"85,000","BURLINGTON, MA",9/6/2017
NARRATIVE SCIENCE INC,DATA SCIENTIST,"85,000","CHICAGO, IL",9/3/2017
ACI WORLDWIDE CORP,DATA SCIENTIST,"85,000","WALTHAM, MA",9/9/2017
NOVEDEA SYSTEMS INC,DATA SCIENTIST,"85,000","CHESTERFIELD, MO",9/12/2017
NOVEDEA SYSTEMS INC,DATA SCIENTIST,"85,000","CHESTERFIELD, MO",9/12/2017
CHARLES RIVER LABORATORIES INC,DATA SCIENTIST,"85,000","WILMINGTON, MA",9/12/2017
INVENTURE CAPITAL CORPORATION,DATA SCIENTIST,"85,000","SANTA MONICA, CA",9/12/2017
INSURANCE SERVICES OFFICE INC,DATA SCIENTIST,"85,000","WHITE PLAINS, NY",8/16/2017
ZENABI DATA LLC,DATA SCIENTIST,"85,000","WESTPORT, CT",9/16/2017
ZENABI DATA SCIENCE,DATA SCIENTIST,"85,000","WESTPORT, CT",9/15/2017
ALIVIA CAPITAL LLC,DATA SCIENTIST,"85,000","BOSTON, MA",8/16/2017
QUALITY PLANNING CORP,DATA SCIENTIST,"85,000","SAN FRANCISCO, CA",8/16/2017
ALIVIA CAPITAL LLC,DATA SCIENTIST,"85,000","BOSTON, MA",8/16/2017
SNAP FINANCE LLC,DATA SCIENTIST,"85,000","SALT LAKE CITY, UT",9/1/2017
2ND ORDER SOLUTIONS,DATA SCIENTIST,"85,000","ARLINGTON, VA",9/15/2017
KWANTIX LLC,DATA SCIENTIST,"85,000","MARBLEHEAD, MA",9/22/2017
2ND ORDER SOLUTIONS,DATA SCIENTIST,"85,000","ARLINGTON, VA",9/15/2017
CITILABS INC,DATA SCIENTIST,"85,000","SACRAMENTO, CA",5/31/2017
SPARKCOGNITION INC,DATA SCIENTIST,"85,000","AUSTIN, TX",5/10/2017
BOOMERANG COMMERCE INC,DATA SCIENTIST,"85,000","MOUNTAIN VIEW, CA",9/16/2016
CENSIO INC,DATA SCIENTIST,"85,000","ALLSTON, MA",8/10/2016
SIGMAWAYS INC,DATA SCIENTIST,"85,000","FREMONT, CA",9/8/2016
IBM CORPORATION,DATA SCIENTIST,"85,000","CLEVELAND, OH",10/2/2015
GRA INCORPORATED,DATA SCIENTIST,"85,000","WASHINGTON, DC",8/16/2016
INSPIRE ENERGY HOLDINGS LLC,DATA SCIENTIST,"85,000","SANTA MONICA, CA",11/9/2015
INVENTURE CAPITAL CORPORATION,DATA SCIENTIST,"85,000","SANTA MONICA, CA",8/31/2016
M2 RESOURCES INC,DATA SCIENTIST,"85,000","NEW YORK, NY",9/6/2016
BRILLIO LLC,DATA SCIENTIST,"85,000","REDMOND, WA",2/26/2016
R4 TECHNOLOGIES LLC,DATA SCIENTIST,"85,000","RIDGEFIELD, CT",8/30/2016
CENTRAL PACIFIC BANK,DATA SCIENTIST,"85,000","HONOLULU, HI",4/15/2016
ENDURANCE INTERNATIONAL GROUP INC,DATA SCIENTIST,"85,000","BURLINGTON, MA",9/20/2016
THE HANOVER INSURANCE COMPANY,DATA SCIENTIST,"85,000","WORCESTER, MA",9/13/2016
THE HANOVER INSURANCE COMPANY,DATA SCIENTIST,"85,000","WORCESTER, MA",9/20/2016
FIRST ORION CORP,DATA SCIENTIST,"85,000","LITTLE ROCK, AR",9/15/2016
ENTRIGNA INC,DATA SCIENTIST,"85,000","SCHAUMBURG, IL",9/15/2016
BERG LLC,DATA SCIENTIST,"85,000","NASHVILLE, TN",9/1/2016
BERG LLC,DATA SCIENTIST,"85,000","NASHVILLE, TN",9/13/2016
BERG LLC,DATA SCIENTIST,"85,000","FRAMINGHAM, MA",9/13/2016
BERG LLC,DATA SCIENTIST,"85,000","NASHVILLE, TN",9/13/2016
BEHAVIORMATRIX LLC,DATA SCIENTIST,"85,000","BLUE BELL, PA",9/10/2015
GENERAL MOTORS COMPANY,DATA SCIENTIST,"85,000","DETROIT, MI",8/28/2015
PERSIS CONSULTING CO,DATA SCIENTIST,"85,000","DETROIT, MI",8/27/2015
AIRSAGE INC,DATA SCIENTIST,"85,000","ATLANTA, GA",9/2/2015
GROUPON INC,DATA SCIENTIST,"85,000","PALO ALTO, CA",9/1/2015
BAZAARVOICE INC,DATA SCIENTIST,"85,000","AUSTIN, TX",9/28/2015
THE NIELSEN COMPANY (US) LLC,DATA SCIENTIST,"85,000","NEW YORK, NY",7/10/2015
LENDINGCLUB CORPORATION,DATA SCIENTIST,"85,000","SAN FRANCISCO, CA",8/24/2015
IBM CORPORATION,DATA SCIENTIST,"85,000","CLEVELAND, OH",9/30/2015
IBM CORPORATION,DATA SCIENTIST,"85,000","CLEVELAND, OH",10/1/2015
IBM CORPORATION,DATA SCIENTIST,"85,000","CLEVELAND, OH",10/1/2015
TRUECAR INC,DATA SCIENTIST,"85,000","SANTA MONICA, CA",8/26/2014
OCULUS 360 INC,DATA SCIENTIST,"85,000","PLANO, TX",9/7/2014
AUTOGRID SYSTEMS INC,DATA SCIENTIST,"85,000","REDWOOD CITY, CA",9/1/2014
PERSIS CONSULTING CO,DATA SCIENTIST,"85,000","DETROIT, MI",9/13/2014
WAL-MART ASSOCIATES INC,DATA SCIENTIST,"85,000","DALLAS, TX",10/1/2018
EXPLORYS INC,DATA SCIENTIST - ANALYTICS,"85,000","CLEVELAND, OH",10/1/2014
FLUOR ENTERPRISES INC,DATA SCIENTIST 1,"85,000","SUGAR LAND, TX",9/22/2018
